,SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTY,SCHOOL_GRADE,HEALTHCARE_COST,PERCENT_FOOD_INSECURE,CHILD_MORTALITY_RATE,MENTAL_DISTRESS,CHILDREN_UNINSURED,DISCONNECTED_YOUTH,DAILY_POLLUTION,WATER_VIOLATION,HOUSING_PROBLEMS,POPESTIMATE2016,AVG_NETMIG,POP_CHANGE,BIRTHS_PER_CAPITA,MEDIAN_HOUSEHOLD_INCOME,PERCENT_W_HEALTH_INSURANCE,PERCENTAGE_IN_POVERTY,PERCENT_WITH_KIDS,BACHELORS_DEGREE,MEDIAN_MORTAGE_PAYMENTS,MEDIAN_RENT_PAYMENT,2010_FAM_KIDS,2015_FAM_KIDS,CHANGE_IN_FAM_WITH_KIDS,INCOME_AS_PERCENT_OF_STATE,UNEMPLOYMENT,MORTGAGE_INCOME_RATIO,RENT_INCOME_RATIO,HEALTHCARE_INCOME_RATIO,DOCTORS,EXERCISE_ACCESS,FOOD_ENVIRONMENT_INDEX,CIVIC_ASSOCIATIONS,CRIME_RATE,zFAMKIDSCHANGE,zPERCENT_WITH_KIDS,zBIRTHS_PER_CAPITA,zAVG_NETMIG,zPOP_CHANGE,zINCOME_AS_PERCENT_OF_STATE,zPERCENTAGE_IN_POVERTY,zPERCENT_W_HEALTH_INSURANCE,zUNEMPLOYMENT,zBACHELORS_DEGREE,zMORTGAGE_INCOME_RATIO,zRENT_INCOME_RATIO,zHEALTHCARE_INCOME_RATIO,zDOCTORS,zEXERCISE_ACCESS,zFOOD_ENVIRONMENT_INDEX,zCIVIC_ASSOCIATIONS,zCRIME_RATE,zDAILY_POLLUTION,zWATER_VIOLATION,zCHILD_MORTALITY_RATE,zCHILDREN_UNINSURED,zDISCONNECTED_YOUTH,zHOUSING_PROBLEMS,zSCORE_TOTAL
1410,50,2,4,27,145,Minnesota,"Stearns County, Minnesota",3.2,7851,11,45,9,4,5,10.1,1,14,155652,-0.862707479,0.032524262,0.012521522,56336,93.9,7,29.4,25.9,1337,742,22.8,20.9,-0.083333333,87.1,3.8,42.13612565,75.9245283,7.175820075,34,72,8.2,244,188,-0.001098025,0.035088496,0.204755121,-0.619336778,-0.337458945,-0.783539123,0.824709928,1.262208279,0.679082614,-0.410193238,0.671233313,1.469109957,0.537086827,-0.318556913,-1.028706317,0.900962427,-0.273845368,0.714560288,-0.242360503,1.588552704,0.347929495,0.696684799,1.854889624,0.741311119,0.30106596
1800,50,1,1,33,13,New Hampshire,"Merrimack County, New Hampshire",3.2,8469,10,35,11,4,11,8.8,0,15,148582,1.842109889,0.014675654,0.009072431,65983,91.4,6.1,27,34.4,1840,939,21.4,19.3,-0.098130841,97.4,2.5,35.86032609,70.26943557,7.791019363,249,84,8.3,216,157,-0.246465446,-0.42583031,-1.366064319,-0.280198623,-0.647783562,-0.328435462,1.032269561,0.714042389,1.505167409,0.44889006,-0.438728544,0.865689295,0.862417572,0.400438855,0.003387294,1.004864887,-0.340668019,0.856625328,0.571672299,-0.628395541,0.990243921,0.696684799,0.499019372,0.526672699,0.300170063
1709,50,2,4,31,55,Nebraska,"Douglas County, Nebraska",3.6,8752,14,55,9,5,9,10.9,0,16,554995,3.011513699,0.070024582,0.015603744,54659,88.7,10.5,30.6,37.1,1394,812,21.1,20.4,-0.033175355,106.1,3.5,39.21018651,67.31403941,6.24565076,1,98,7.6,567,485,0.830605104,0.2655479,1.60849142,-0.133575249,0.314539934,0.055972484,0.017533576,0.122023229,0.869717567,0.721775343,0.153740552,0.550336887,0.045193092,-0.428914402,1.207496506,0.277547667,0.497001637,-0.646514452,-0.743303766,-0.628395541,-0.294384931,0.324439673,0.950976123,0.312034279,0.29905566
1812,50,1,2,34,15,New Jersey,"Gloucester County, New Jersey",3.4,10285,11,36,10,4,11,10.3,0,16,292330,-0.119279178,0.011560994,0.010594191,76727,92.5,5.5,32,29.3,1993,1072,26,24,-0.076923077,106.1,5.1,38.49824385,71.57369403,7.460363144,356,89,7.8,233,131,0.105194737,0.534417203,-0.673009195,-0.526123496,-0.701936562,0.055972484,1.17064265,0.955235381,-0.147002181,-0.066559919,0.027823657,1.004858808,0.687559382,0.758264656,0.433426298,0.485352587,-0.300097124,0.975776652,-0.367596319,-0.628395541,0.926012478,0.696684799,0.499019372,0.312034279,0.297650027
653,50,2,3,17,89,Illinois,"Kane County, Illinois",3.6,10213,7,38,10,4,12,11.7,0,19,531715,-2.473726241,0.03039552,0.012743669,70696,88,8.4,37.6,31.6,1859,1011,30.7,28.8,-0.061889251,118.3,5.5,38.02904788,69.92680514,6.922354595,47,95,9.1,379,160,0.354480705,1.609894418,0.305927524,-0.821331166,-0.374470294,0.595027306,0.501839387,-0.03146322,-0.401182118,0.165897915,-0.055160133,0.829129279,0.403048777,-0.27508275,0.949473104,1.836084566,0.048335269,0.842877099,-1.244247029,-0.628395541,0.797549593,0.696684799,0.273040997,-0.331880982,0.29019448
1815,50,1,2,34,21,New Jersey,"Mercer County, New Jersey",3.8,10367,12,50,11,5,10,8.9,1,19,371023,-2.078637142,0.008222893,0.011301186,72804,89.6,8,30.6,39.6,2261,1132,22.3,22.3,0,99.8,4.3,32.19991154,64.31448763,7.022729048,795,97,8.1,414,402,1.380707952,0.2655479,-0.351022477,-0.771793704,-0.759974416,-0.222391891,0.594088113,0.319362949,0.361357693,0.974446901,-1.086123428,0.230272901,0.456128967,2.226353689,1.121488705,0.797059967,0.131863582,-0.266146764,0.509054391,1.588552704,0.026772282,0.324439673,0.724997748,-0.331880982,0.289330859
698,50,2,3,17,179,Illinois,"Tazewell County, Illinois",3.4,9046,11,36,10,2,12,11,0,10,134385,-2.87545403,-0.008067731,0.011429847,58194,93,5.9,27.9,25,1167,682,21.6,20.2,-0.064814815,96.9,6.3,49.86632391,85.32844575,6.433190727,13,85,7.8,186,230,0.305969963,-0.252985757,-0.292426401,-0.871701007,-1.043211162,-0.350527873,1.078393924,1.064868558,-0.909541992,-0.501154999,2.038425673,2.472544979,0.1443683,-0.388784406,0.089395094,0.485352587,-0.412263716,0.522085072,-0.805921674,-0.628395541,0.926012478,1.441175051,0.273040997,1.5998648,0.287520804
2839,50,4,8,49,35,Utah,"Salt Lake County, Utah",3,8874,13,48,10,10,12,9.6,0,18,1121354,2.840680753,0.085350745,0.015825511,62117,85.5,9.2,35.7,32.1,1504,936,28.6,27.2,-0.048951049,104.1,3.2,41.30119681,66.36431624,7.000116073,9,95,7.8,484,350,0.569017724,1.245000363,1.70949076,-0.154994798,0.58100809,-0.032397158,0.317341935,-0.57962911,1.060352519,0.216432227,0.523564612,0.448997685,0.444170735,-0.402161072,0.949473104,0.485352587,0.298920208,-0.027844116,0.070729036,-0.628395541,0.155235167,-1.536785956,0.273040997,-0.117242562,0.282481434
3133,50,2,3,55,73,Wisconsin,"Marathon County, Wisconsin",3.6,7785,11,37,10,5,9,8.9,0,12,135603,-1.740719397,0.011464503,0.011666409,54083,92.5,7.2,28.4,23.7,1255,697,23.2,20.5,-0.11637931,101.3,3.7,43.0940239,77.59397418,6.947452528,30,74,8.2,183,105,-0.549055569,-0.156961006,-0.184688974,-0.729424558,-0.703614202,-0.156114659,0.778585565,0.955235381,0.742627598,-0.632544209,0.840650852,1.647246406,0.416321109,-0.331933578,-0.856690716,0.900962427,-0.419423286,1.094927976,0.509054391,-0.628395541,0.861781036,0.324439673,0.950976123,1.170587959,0.281432423
317,50,1,1,9,5,Connecticut,"Litchfield County, Connecticut",3.4,8900,11,31,10,4,10,7.3,0,16,182571,-4.347099835,-0.037940465,0.007794228,72061,93.4,4,25.7,33.6,1889,955,22.8,19.9,-0.127192982,99.3,4.6,38.14769719,75.4565445,8.096623308,122,90,8.6,192,110,-0.728364329,-0.675494663,-1.948196283,-1.056220394,-1.562593106,-0.244484301,1.516575371,1.152575101,0.17072274,0.368035162,-0.034175363,1.419174243,1.024027575,-0.024270273,0.519434099,1.316572266,-0.397944577,1.07201426,1.510940917,-0.628395541,1.247169691,0.696684799,0.724997748,0.312034279,0.277357172
1252,50,1,1,25,27,Massachusetts,"Worcester County, Massachusetts",3.4,9390,10,42,12,2,11,9,0,17,819589,1.863767145,0.024127805,0.010528448,65313,96.8,8.4,29.9,34.4,1864,934,23.5,20.6,-0.123404255,92.9,3.9,35.03916309,69.92826552,6.955746614,5,91,8.3,734,435,-0.665540901,0.131113248,-0.702950528,-0.277483171,-0.483443848,-0.527267159,0.501839387,1.89808071,0.61553763,0.44889006,-0.583962565,0.829285107,0.420707202,-0.415537737,0.6054419,1.004864887,0.895551017,-0.417377291,0.446436483,-0.628395541,0.540623823,1.441175051,0.499019372,0.097395858,0.274017328
430,50,3,5,13,67,Georgia,"Cobb County, Georgia",4,9306,14,46,10,8,12,10.2,1,17,748150,5.950044972,0.08475171,0.012982691,65873,83.4,9.4,33.1,44.1,1560,1006,24.7,22.9,-0.072874494,136.8,4.6,42.22628205,65.48011928,7.078741638,26,89,7.2,535,267,0.172327011,0.745671656,0.414785309,0.23486666,0.570592975,1.412446503,0.271217572,-1.040088457,0.17072274,1.429255706,0.687178718,0.354650388,0.485749641,-0.345310243,0.433426298,-0.138062173,0.420632893,0.352523573,-0.304978411,1.588552704,0.283698053,-0.792295705,0.273040997,0.097395858,0.269106416
2757,50,3,7,48,381,Texas,"Randall County, Texas",3.8,10022,15,52,10,11,8,7.6,1,13,132501,9.405663398,0.093305719,0.013003675,60972,87,7,29.7,30.4,1348,832,22.9,20.9,-0.087336245,111.5,3,45.23145401,73.28365385,6.083700269,1,88,7.2,108,516,-0.067472998,0.092703347,0.424342051,0.668142514,0.719317153,0.29457052,0.824709928,-0.250729576,1.187442488,0.044615567,1.218684897,1.187318254,-0.040449845,-0.428914402,0.347418497,-0.138062173,-0.598412528,-0.788579493,1.323087193,1.588552704,-0.101690603,-1.909031082,1.176954498,0.955949539,0.267039728
227,50,4,9,6,73,California,"San Diego County, California",3.8,8630,13,37,10,7,12,11.6,0,26,3317749,3.715944227,0.068743304,0.013458523,64309,85.9,10.6,30.6,35.7,2325,1344,23.1,22,-0.047619048,104,4.7,27.65978495,47.84895833,7.452184645,1344,96,7.9,1872,349,0.591104527,0.2655479,0.631493466,-0.045251626,0.292263009,-0.036815641,-0.005528605,-0.491922567,0.107177756,0.580279271,-1.88910754,-1.526663911,0.683234414,4.062301022,1.035480904,0.589255047,3.61141446,-0.023261373,-1.181629121,-0.628395541,0.861781036,-0.420050579,0.273040997,-1.834349923,0.266512736
1199,50,1,1,23,5,Maine,"Cumberland County, Maine",3.8,8327,14,38,10,6,10,8.6,0,17,292041,5.069131313,0.037504796,0.009861629,60051,91.7,7.6,26,43,1663,971,19.7,17.8,-0.096446701,122.9,2.9,36.11004209,61.84449022,7.211219775,36,84,7.5,368,131,-0.218539589,-0.617879812,-1.006639891,0.12441505,-0.250864949,0.798277485,0.686336839,0.779822296,1.250987472,1.318080221,-0.394562819,-0.033285549,0.555806957,-0.31186858,0.003387294,0.173645207,0.022083513,0.975776652,0.696908114,-0.628395541,0.797549593,-0.047805453,0.724997748,0.097395858,0.266261898
2909,50,3,5,51,87,Virginia,"Henrico County, Virginia",3.6,8996,13,53,10,6,13,8.8,1,15,326501,5.258082963,0.061332822,0.012355245,61934,89.3,8.1,29.4,40.7,1533,1035,21.3,19.3,-0.093896714,98.9,3.8,40.40052185,59.83961353,6.884309279,31,94,7.8,368,174,-0.176256541,0.035088496,0.12902759,0.148106377,0.16342075,-0.26215823,0.571025931,0.253583042,0.679082614,1.085622387,0.364267802,-0.247213786,0.382929587,-0.328589412,0.863465303,0.485352587,0.022083513,0.778718693,0.571672299,1.588552704,-0.165922046,-0.047805453,0.047062622,0.526672699,0.255618992
232,50,4,9,6,83,California,"Santa Barbara County, California",3,7593,12,33,11,7,9,8,0,30,446170,2.025277588,0.051305856,0.013091423,63985,84.2,10,30.2,32.2,2231,1369,22.3,21,-0.058295964,97.8,5,28.67996414,46.73849525,8.426829413,1950,96,8.2,351,333,0.414063411,0.188728099,0.464305121,-0.257232505,-0.010912979,-0.310761534,0.132844484,-0.864675372,-0.083457197,0.226539089,-1.708674756,-1.645154694,1.198647734,6.088865838,1.035480904,0.900962427,-0.018487382,0.050062519,1.072615562,-0.628395541,1.118706806,-0.420050579,0.950976123,-2.692903604,0.253499457
2793,50,3,7,48,453,Texas,"Travis County, Texas",3.8,10041,17,42,10,11,10,10,0,22,1199323,15.23966951,0.163748376,0.013829469,61451,82.7,11.2,28.2,46,1749,1054,20.2,19.8,-0.01980198,117.2,3.1,35.13493425,58.30265655,6.120251778,2,97,6.6,1087,346,1.052358019,-0.195370907,0.800433395,1.399627785,1.944067594,0.546424003,-0.143901694,-1.193574906,1.123897504,1.621286091,-0.567024112,-0.411213148,-0.021120613,-0.425570236,1.121488705,-0.761476932,1.73799372,-0.009513143,-0.179742596,-0.628395541,0.540623823,-1.909031082,0.724997748,-0.975796242,0.253037512
316,50,1,1,9,3,Connecticut,"Hartford County, Connecticut",3.6,8912,13,40,11,3,12,7.7,0,18,892389,-2.046707431,-0.003349386,0.010476373,66395,93.1,8.9,28.9,36.3,1907,992,20.2,18.6,-0.079207921,97.1,5.3,34.81646565,66.93044355,7.449758033,119,96,7.7,922,293,0.067308203,-0.060936255,-0.726667044,-0.76779026,-0.961175711,-0.341690909,0.38652848,1.086795194,-0.274092149,0.640920445,-0.623349684,0.509405699,0.681951169,-0.034302772,1.035480904,0.381450127,1.344217386,0.233372249,1.260469285,-0.628395541,0.669086708,1.068929925,0.273040997,-0.117242562,0.249204758
199,50,4,9,6,17,California,"El Dorado County, California",3.6,7923,13,25,10,5,11,8.1,1,21,185625,3.253508759,0.024686315,0.00882963,69584,91.1,6.8,26.7,32.1,2165,1054,23.2,20.9,-0.099137931,117.2,5.1,32.1404157,66.01897533,8.782975286,643,94,7.7,113,228,-0.263164681,-0.483445161,-1.476643173,-0.103233179,-0.47373332,0.546424003,0.87083429,0.648262483,-0.147002181,0.216432227,-1.096646089,0.41214845,1.386985407,1.718040402,0.863465303,0.381450127,-0.586479912,0.531250559,1.009997654,1.588552704,1.632558347,0.324439673,0.499019372,-0.761157822,0.245643599
1442,50,3,6,28,33,Mississippi,"DeSoto County, Mississippi",3.4,10483,15,43,11,6,13,10.1,1,13,175611,8.522270849,0.085472516,0.012020887,58278,87,7,35.5,22.4,1240,958,26.8,24.5,-0.085820896,149.2,4.2,46.9983871,60.83298539,5.559392529,41,75,7.1,148,187,-0.042345978,1.206590462,-0.023249066,0.557380093,0.58312526,1.960338289,0.824709928,-0.250729576,0.424902677,-0.76393342,1.531191426,-0.141217097,-0.317715164,-0.295147748,-0.770682915,-0.241964633,-0.502951599,0.719143031,-0.242360503,1.588552704,0.47639238,-0.047805453,0.047062622,0.955949539,0.245507937
2586,50,3,7,48,39,Texas,"Brazoria County, Texas",3.6,11083,15,44,9,10,16,11.2,0,14,354195,11.75212927,0.126209054,0.013924533,69749,83.6,8.3,36.8,28.6,1622,904,28.5,27,-0.052631579,128,5.2,43.00184957,77.15597345,6.293309417,177,77,7.1,235,175,0.507988384,1.456254816,0.84372839,0.962349478,1.291390606,1.023620074,0.524901569,-0.996235185,-0.210547165,-0.137307955,0.824348549,1.600510004,0.070396025,0.159658877,-0.598667313,-0.241964633,-0.295324077,0.77413595,-0.93115749,-0.628395541,0.412160938,-1.536785956,-0.630872504,0.741311119,0.244082283
2996,50,3,5,51,810,Virginia,"Virginia Beach city, Virginia",3.8,9605,11,50,10,6,10,8.3,,17,452602,-2.000356569,0.031019283,0.013406923,66634,90,6.6,32.2,33.8,1769,1236,23.2,21.6,-0.068965517,101.2,3.9,37.66760882,53.91100324,6.937760684,22,90,8.3,326,160,0.237144385,0.572827104,0.607993279,-0.76197865,-0.363625245,-0.160533141,0.916958653,0.407069491,0.61553763,0.388248886,-0.119085624,-0.879819849,0.411195851,-0.358686909,0.519434099,1.004864887,-0.078150463,0.842877099,0.884761838,,0.026772282,-0.047805453,0.724997748,0.097395858,0.238625816
775,50,2,3,18,127,Indiana,"Porter County, Indiana",3.6,10870,12,42,11,6,13,11.4,1,13,167791,1.191484734,0.019646568,0.010507119,63926,90.1,9,31.7,26.4,1327,862,22.8,22.8,0,130.8,5.1,48.17332329,74.16009281,5.881162359,8,83,7.6,157,102,1.380707952,0.476802352,-0.712664394,-0.361775966,-0.561356823,1.147337574,0.363466298,0.428996127,-0.147002181,-0.359658926,1.738995124,1.280837743,-0.14755629,-0.405505238,-0.082620507,0.277547667,-0.48147289,1.108676206,-1.056393306,1.588552704,0.540623823,-0.047805453,0.047062622,0.955949539,0.234051785
2101,50,2,3,39,45,Ohio,"Fairfield County, Ohio",3.4,10460,13,38,11,4,12,11.7,0,14,152597,3.810835788,0.04227228,0.010439262,60567,92.7,7.3,33.2,26,1411,799,26.1,23.6,-0.095785441,120.3,4.2,42.92487597,75.80350438,5.79061543,11,82,7.5,154,167,-0.207574792,0.764876606,-0.743568506,-0.033353836,-0.167975143,0.683396949,0.755523383,0.999088652,0.424902677,-0.400086376,0.810734704,1.456196228,-0.195439473,-0.395472739,-0.168628308,0.173645207,-0.48863246,0.810797896,-1.244247029,-0.628395541,0.797549593,0.696684799,0.273040997,0.741311119,0.232294354
1983,50,3,5,37,119,North Carolina,"Mecklenburg County, North Carolina",3.4,8675,17,51,11,5,13,10.7,1,18,1054835,13.29922172,0.142429651,0.014027786,56854,84.9,11.6,30.8,42.3,1422,938,21,19.9,-0.052380952,119.1,4.7,39.98171589,60.6119403,6.553533472,11,89,6.7,919,546,0.512144198,0.3039578,0.890752902,1.156328592,1.573409828,0.630375163,-0.23615042,-0.711188923,0.107177756,1.247332184,0.290196182,-0.164803478,0.208008157,-0.395472739,0.433426298,-0.657574473,1.337057816,-0.92606179,-0.618067951,1.588552704,-0.03745916,0.324439673,0.047062622,-0.117242562,0.225984682
177,50,3,7,5,125,Arkansas,"Saline County, Arkansas",3.8,9509,14,63,11,4,16,11.1,0,10,118703,13.11557952,0.102501231,0.011372922,55817,89.3,5.9,29.1,23,1136,808,22.3,20.1,-0.098654709,135.4,3.2,49.1346831,69.08044554,5.869641115,3,74,7.4,93,324,-0.255152053,-0.022526354,-0.318351752,1.13330298,0.879194816,1.350587753,1.078393924,0.253583042,1.060352519,-0.703292246,1.909024888,0.738819377,-0.153648974,-0.42222607,-0.856690716,0.069742747,-0.634210377,0.091307208,-0.868539582,-0.628395541,-0.808236471,0.696684799,-0.630872504,1.5998648,0.225526598
2951,50,3,5,51,177,Virginia,"Spotsylvania County, Virginia",3.4,10005,9,51,10,7,16,8.9,1,13,132010,5.327661237,0.071735918,0.012143019,78125,88.8,6,35.4,29.3,1713,1346,30.5,26.2,-0.140983607,115,4.1,45.60712201,58.0423477,7.808244507,42,75,8.5,95,192,-0.957035947,1.187385512,0.032373508,0.156830311,0.344294058,0.449217395,1.055331742,0.143949864,0.488447661,-0.066559919,1.285126973,-0.438989127,0.871526602,-0.291803582,-0.770682915,1.212669806,-0.62943733,0.696229315,0.509054391,1.588552704,-0.03745916,-0.420050579,-0.630872504,0.955949539,0.223717201
386,50,3,5,12,113,Florida,"Santa Rosa County, Florida",3.4,10580,14,41,11,8,15,9,1,14,170497,14.3722776,0.11470919,0.011044183,58923,86.9,8.5,31.2,26.6,1380,1031,23.4,23.3,-0.004273504,120,4.5,42.69782609,57.15130941,5.569439587,304,80,6.9,127,144,1.309846112,0.380777601,-0.468069348,1.290871573,1.091448354,0.670141503,0.478777206,-0.272656212,0.234267724,-0.339445202,0.770577796,-0.534066421,-0.312402062,0.584368005,-0.34064391,-0.449769553,-0.553068587,0.91620099,0.446436483,1.588552704,0.604855266,-0.792295705,-0.404894128,0.741311119,0.219676896
2107,50,2,3,39,57,Ohio,"Greene County, Ohio",3.6,10043,15,43,11,5,6,11.3,0,14,164765,0.733665594,0.01950969,0.010827542,60113,93.1,9,27.1,37.1,1416,848,20.6,19.4,-0.058252427,119.9,4.3,42.45268362,70.8879717,5.985448846,19,77,7.3,168,115,0.414785327,-0.40662536,-0.566734154,-0.41917871,-0.563736651,0.665723021,0.363466298,1.086795194,0.361357693,0.721775343,0.727220963,0.931689536,-0.092407331,-0.368719408,-0.598667313,-0.034159713,-0.455221134,1.049100544,-0.993775398,-0.628395541,0.47639238,0.324439673,1.628911249,0.741311119,0.217119268
1183,50,3,7,22,103,Louisiana,"St. Tammany Parish, Louisiana",3.8,12241,10,44,12,6,14,9.1,0,14,253602,9.795642035,0.081144913,0.011876878,62137,87.7,8.8,31.1,30.6,1495,984,24.8,21.7,-0.125,138.6,5,41.5632107,63.14735772,5.076203921,48,82,8.2,203,168,-0.692001021,0.361572651,-0.088835082,0.717039211,0.50788344,1.491979182,0.409590661,-0.097243127,-0.083457197,0.064829292,0.569905389,0.105735544,-0.573235794,-0.271738583,-0.168628308,0.900962427,-0.371692821,0.806215153,0.383818575,-0.628395541,0.412160938,-0.047805453,-0.178915753,0.741311119,0.213019584
3167,50,2,3,55,139,Wisconsin,"Winnebago County, Wisconsin",3.6,8570,12,49,10,3,8,9.7,0,14,169886,0.110973168,0.016909991,0.010789588,52018,93.4,6.7,25.4,26.6,1266,678,19.8,17.6,-0.111111111,94.8,3.7,41.08846761,76.72271386,6.06984204,131,84,7.6,188,174,-0.461700022,-0.733109514,-0.584019543,-0.497253763,-0.608936287,-0.443315998,0.893896472,1.152575101,0.742627598,-0.339445202,0.485940514,1.554279499,-0.047778377,0.005827225,0.003387294,0.277547667,-0.407490669,0.778718693,0.008111128,-0.628395541,0.091003725,1.068929925,1.176954498,0.741311119,0.211220047
2352,50,1,1,44,3,Rhode Island,"Kent County, Rhode Island",3,9336,12,33,12,3,11,7.6,0,18,164614,-0.414874774,-0.008582321,0.009513164,64383,93.7,5.3,25.2,30.9,1786,975,20.3,18,-0.113300493,114.1,4.8,36.04871221,66.03384615,6.895875841,67,92,7.8,158,120,-0.498003636,-0.771519414,-1.165341298,-0.563186163,-1.052158075,0.409451056,1.216767012,1.218355007,0.043632772,0.095149879,-0.405409856,0.413735225,0.389046236,-0.208199423,0.691449701,0.485352587,-0.479086367,1.026186828,1.323087193,-0.628395541,1.118706806,1.068929925,0.499019372,-0.117242562,0.206031426
2181,50,3,7,40,27,Oklahoma,"Cleveland County, Oklahoma",3.8,10044,15,51,12,7,8,10,0,14,278655,8.756597148,0.084585654,0.01111769,56452,88.3,8.1,29.8,31,1281,831,23.1,20.7,-0.103896104,122.3,3.9,44.06869633,67.93261131,5.620201344,1,86,7.3,227,327,-0.342063144,0.111908297,-0.434592057,0.586760631,0.567705844,0.771766592,0.571025931,0.034316686,0.61553763,0.105256741,1.013035137,0.616340945,-0.285558142,-0.428914402,0.175402895,-0.034159713,-0.314416263,0.077558979,-0.179742596,-0.628395541,-0.03745916,-0.420050579,1.176954498,0.741311119,0.203822864
2296,50,1,2,42,27,Pennsylvania,"Centre County, Pennsylvania",4,9838,14,34,11,6,4,9.9,0,20,161464,5.594070804,0.046401908,0.008268097,52186,93.4,6.5,22.5,41.4,1453,900,18.3,17.4,-0.049180328,98.9,4.2,35.91603579,57.98444444,5.304587361,441,88,7.7,193,91,0.565215895,-1.290053072,-1.732382135,0.190233546,-0.096175414,-0.26215823,0.940020835,1.152575101,0.424902677,1.156370423,-0.428875514,-0.445167633,-0.452461671,1.042518797,0.347418497,0.381450127,-0.395558053,1.159086382,-0.117124688,-0.628395541,1.054475364,-0.047805453,2.080867999,-0.546519402,0.203515408
3006,50,4,9,53,11,Washington,"Clark County, Washington",3.2,7959,14,36,11,5,16,8.6,1,17,467018,9.403635726,0.094193034,0.012200815,60756,89,7.9,32,27.2,1625,990,24.9,22.6,-0.092369478,100.3,6.3,37.38830769,61.36969697,7.63385251,4,96,7.6,319,208,-0.150932415,0.534417203,0.058695539,0.667888278,0.734744445,-0.20029948,0.617150294,0.187803136,-0.909541992,-0.278804028,-0.168483888,-0.083947858,0.779304326,-0.418881903,1.035480904,0.277547667,-0.094856126,0.622905423,0.696908114,1.588552704,0.926012478,0.324439673,-0.630872504,0.097395858,0.201046659
2345,50,1,2,42,125,Pennsylvania,"Washington County, Pennsylvania",3.4,11193,12,35,11,4,11,10.7,0,11,207981,2.767221074,0.00038961,0.009621071,56450,93.4,7.2,24.5,27.4,1246,675,19.2,17.8,-0.072916667,103.5,6.2,45.30497592,83.62962963,5.043447806,26,84,7.9,310,184,0.171627712,-0.905954066,-1.116197215,-0.164205394,-0.8961677,-0.058908051,0.778585565,1.152575101,-0.845997008,-0.258590303,1.231688263,2.291274609,-0.590557939,-0.345310243,0.003387294,0.589255047,-0.116334835,0.732891261,-0.618067951,-0.628395541,0.990243921,0.696684799,0.499019372,1.385226379,0.200268201
266,50,4,8,8,31,Colorado,"Denver County, Colorado",3.2,8698,15,57,11,6,13,8.6,1,20,693060,14.85782982,0.148726483,0.014547081,53637,85.5,12.8,23.3,45,1569,962,14.6,15.1,0.034246575,90.5,3.1,34.18546845,55.75571726,6.166831079,0,100,7.2,711,617,1.948573419,-1.136413469,1.127255412,1.351751574,1.682889625,-0.63331073,-0.512896597,-0.57962911,1.123897504,1.520217467,-0.734950257,-0.682981599,0.003511533,-0.432258569,1.379512108,-0.138062173,0.840660983,-1.251436559,0.696908114,1.588552704,-0.422847816,-0.047805453,0.047062622,-0.546519402,0.200136027
927,50,2,4,20,45,Kansas,"Douglas County, Kansas",3.8,8290,17,41,10,5,3,9.8,1,21,119440,6.753973447,0.073666232,0.010247823,50939,89.5,8.1,24.1,49.1,1412,859,17.7,17.4,-0.016949153,97.5,3.6,36.07577904,59.30034924,6.144409732,1,91,7,126,313,1.09966266,-0.982773867,-0.830755566,0.335665635,0.37785544,-0.32401698,0.571025931,0.297436313,0.806172583,1.934598823,-0.400622713,-0.304755409,-0.008345362,-0.428914402,0.6054419,-0.345867093,-0.55545511,0.141717384,-0.05450678,1.588552704,0.604855266,0.324439673,2.306846374,-0.761157822,0.191675951
1216,50,3,5,24,5,Maryland,"Baltimore County, Maryland",3.4,9506,13,49,10,3,11,11.1,0,16,831026,2.905005107,0.030741428,0.011967135,67095,91.9,6.3,27.5,36.6,1724,1163,18.9,17.9,-0.052910053,90.1,4.5,38.91821346,57.69131556,7.057921345,50,96,8,680,504,0.503370819,-0.329805558,-0.047729339,-0.146929617,-0.368456168,-0.650984659,0.986145198,0.823675567,0.234267724,0.671241032,0.102101085,-0.476445639,0.474739418,-0.265050251,1.035480904,0.693157507,0.766678763,-0.733586574,-0.868539582,-0.628395541,0.091003725,1.068929925,0.499019372,0.312034279,0.190187736
1874,50,1,2,36,27,New York,"Dutchess County, New York",3.6,9763,10,37,11,3,11,8.6,0,20,294473,-2.642423149,-0.011029128,0.009050066,71904,92.3,6,28.7,33.4,2237,1130,24.4,21.2,-0.131147541,117.3,4.2,32.14304873,63.63185841,7.364873862,741,80,8.3,225,213,-0.793937528,-0.099346155,-1.37625001,-0.842482893,-1.094699457,0.550842485,1.055331742,0.911382109,0.424902677,0.347821437,-1.096180401,0.157433675,0.637062576,2.045768706,-0.34064391,1.004864887,-0.31918931,0.599991707,0.696908114,-0.628395541,0.861781036,1.068929925,0.499019372,-0.546519402,0.189251799
1894,50,1,2,36,67,New York,"Onondaga County, New York",3.4,8233,13,47,12,3,10,8.8,1,15,466194,-2.642254862,-0.002840508,0.011184185,55092,93.3,10.5,27,34.1,1350,787,18.7,17,-0.090909091,93.9,4.5,40.80888889,70.0025413,6.691550054,93,90,7.6,492,341,-0.126716757,-0.42583031,-0.40430824,-0.842461792,-0.95232811,-0.483082337,0.017533576,1.130648465,0.234267724,0.418569473,0.436493155,0.837210625,0.280994323,-0.121251097,0.519434099,0.277547667,0.318012394,0.013400573,0.571672299,1.588552704,0.21946661,1.068929925,0.724997748,0.526672699,0.184342292
